full_name,a,e,G,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,neo,pha,moid
   754 Malabar (1906 UT),2.988138239,0.049329458,,24.53604061,179.9521092,303.5841057,2.840734999,3.135541479,5.165462704,43044,0,2822,9.19,94.522,,0.042,11.74,,0.695,0.335,,Ch,XC,N,N,1.89102
   755 Quintilla (1908 CZ),3.182042991,0.137507646,,3.241979106,176.6895635,43.84385678,2.744487749,3.619598232,5.676325174,37843,0,2947,9.81,41.21,,0.124,4.552,,0.688,0.22,,,M,N,N,1.73787
   756 Lilliana (1908 DC),3.194280229,0.148805212,,20.35651404,208.0644837,4.514308467,2.718954682,3.669605777,5.709100951,40632,0,2490,9.9,64.837,,0.057,7.834,,,,,,,N,N,1.71422
   757 Portlandia (1908 EJ),2.37300251,0.109620787,,8.168654732,22.51068257,43.93077788,2.112872107,2.633132914,3.655573318,38848,0,2665,10.2,32.894,,0.217,6.5837,,0.674,0.242,,Xk,XF,N,N,1.13344
   758 Mancunia (1912 PE),3.188623971,0.150531879,,5.610510343,106.187447,314.7289086,2.708634414,3.668613528,5.693943616,38156,0,2887,8.16,88.985,,0.121,12.7253,,0.745,0.418,,,X,N,N,1.72503
   759 Vinifera (1913 SJ),2.618480305,0.205511035,,19.90405238,318.3521719,0.857263411,2.080353709,3.156606902,4.237231282,38712,0,2185,10.5,52.926,,0.04,14.229,,,,,X,,N,N,1.06646
   760 Massinga (1913 SL),3.148104574,0.233015917,,12.53434684,331.5521455,200.70282,2.4145461,3.881663049,5.585755578,38710,0,2239,7.96,71.29,,0.2276,10.72,,0.947,0.557,,,SU,N,N,1.42586
   761 Brendelia (1913 SO),2.864369601,0.063601673,,2.155543643,23.76501615,297.2724487,2.682190902,3.046548299,4.847879163,41918,0,2853,10.83,20.763,,0.156,57.96,,0.758,0.412,,,SC,N,N,1.66939
   762 Pulcova (1913 SQ),3.153174379,0.105763388,,13.09803243,305.5405676,189.1979813,2.819683973,3.486664785,5.599254218,37781,0,2856,8.28,147.343,,0.04,5.839,,0.658,0.345,,,F,N,N,1.83531
   763 Cupido (1913 ST),2.240171467,0.166604138,,4.082515165,289.8235511,89.00852761,1.866949631,2.613393303,3.352973292,38579,0,2378,12.6,7.005,,0.322,151.5,,,,,,,N,N,0.873614
   764 Gedania (1913 SU),3.194808865,0.097310231,,10.0359198,258.9677542,156.1372475,2.883921277,3.505696453,5.710518246,42641,0,2334,9.6,58.28,,0.084,24.9751,,0.737,0.4,,,C,N,N,1.89913
   765 Mattiaca (1913 SV),2.545009102,0.284647891,,5.533333417,326.3001885,71.9061645,1.820577629,3.269440574,4.060151247,38681,0,1894,12.3,7.991,,0.303,3.464,,,,,,,N,N,0.836429
   766 Moguntia (1913 SW),3.020120568,0.096570443,,10.08754723,7.836500212,71.27837387,2.728466186,3.311774951,5.248613871,40441,0,2334,10.15,41.044,,0.223,4.8164,,0.802,0.38,,,MU,N,N,1.76403
   767 Bondia (1913 SX),3.122286467,0.181918349,,2.412028905,79.32764786,269.0947998,2.554285266,3.690287667,5.517182147,42554,0,2741,10.1,43.039,,0.095,60,,,,,B,,N,N,1.54839
   768 Struveana (1913 SZ),3.137465399,0.21267371,,16.27331241,38.90479932,16.73304031,2.470208992,3.804721806,5.557463509,32430,0,1939,10.21,32.597,,0.137,8.76,,0.717,0.242,,,X,N,N,1.48486
   769 Tatjana (1913 TA),3.167494105,0.186695437,,7.369361579,38.48118423,253.8975115,2.576137409,3.758850802,5.637439904,38140,0,2663,9,96.72,,0.052,35.08,,,,,,,N,N,1.57193
   770 Bali (1913 TE),2.220597886,0.151047448,,4.383663405,44.68788289,18.33640038,1.885182243,2.556013529,3.309124335,42308,0,2477,10.9,16.388,,0.272,5.819,,0.9,0.557,,,S,N,N,0.89841
   771 Libera (1913 TO),2.653594415,0.247338011,,14.92813787,218.1877988,227.5850022,1.99725965,3.309929181,4.322749,38614,0,2381,10.49,29.322,,0.123,5.892,,0.687,0.3,,X,X,N,N,1.04207
   772 Tanete (1913 TR),2.999184623,0.092417553,,28.8600662,63.83045321,146.4814455,2.72200732,3.276361927,5.194132253,42639,0,2563,8.33,126.473,,0.028,17.258,,0.671,0.342,,,C,N,N,1.7354
   773 Irmintraud (1913 TV),2.858010779,0.078749308,,16.66643537,322.3138449,332.27007,2.632944409,3.083077149,4.831744889,38591,0,2479,9.1,91.672,,0.048,6.7514,,0.706,0.284,,T,D,N,N,1.62637
   774 Armor (1913 TW),3.047378447,0.167337478,,5.56630696,250.1154372,28.36542409,2.537437825,3.55731907,5.319830435,40423,0,2935,8.8,50.214,,0.189,25.107,,,,,,,N,N,1.52221
   775 Lumiere (1914 TX),3.010888865,0.070747289,,9.290621597,297.7406533,167.14824,2.797876641,3.223901088,5.224566851,37121,0,2243,10.3,31.958,,0.111,6.103,,0.818,0.432,,,S,N,N,1.8157
   776 Berbericia (1914 TY),2.931359264,0.165064145,0.34,18.23708001,79.7217093,306.9518351,2.447496954,3.415221575,5.018937353,38395,0,1983,7.68,151.711,,0.065,7.668,,0.724,0.39,,Cgh,C,N,N,1.49798
   777 Gutemberga (1914 TZ),3.222690494,0.108417255,,12.94083317,283.2796365,263.7423631,2.873295238,3.572085751,5.785436076,38551,0,2278,9.8,71.749,,0.042,12.838,,,,,,,N,N,1.91326
   778 Theobalda (1914 UA),3.183035481,0.253983401,,13.69401786,321.2596791,134.7769924,2.374597305,3.991473658,5.678981081,38561,0,2068,9.66,55.317,,0.079,11.659,,0.617,0.256,,,F,N,N,1.41304
   779 Nina (1914 UB),2.662977472,0.227651266,,14.58227694,283.7371957,49.22534805,2.056747278,3.269207665,4.345696986,37541,0,2006,7.9,80.572,,0.157,11.186,,,,,X,,N,N,1.07436
   780 Armenia (1914 UC),3.112408281,0.097409047,,19.08924534,144.8404341,213.9767914,2.809231557,3.415585005,5.491020252,40256,0,2359,9,126.263,,0.028,19.891,,,,,,,N,N,1.8181
   781 Kartvelia (1914 UF),3.217018741,0.116866461,,19.15550751,138.087183,156.0956249,2.841057147,3.592980335,5.770169737,34052,0,2319,9.5,72.927,,0.048,19.04,,,,,Xc,CPU:,N,N,1.83428
   782 Montefiore (1914 UK),2.179954643,0.038826461,,5.261485196,80.47400909,81.05026115,2.095314719,2.264594567,3.218691764,37786,0,3801,11.3,14.158,,0.224,4.0728,,,,,Sl,S,N,N,1.11094
   783 Nora (1914 UL),2.342281089,0.229736029,,9.341016501,142.0943572,154.6244129,1.804174733,2.880387445,3.58481477,39438,0,2542,11.1,38.719,,0.025,55.53,,,,,C,,N,N,0.792721
   784 Pickeringia (1914 UM),3.096713572,0.242673343,,12.28325506,14.92454234,238.0420298,2.345223736,3.848203408,5.449538918,38495,0,2674,9.2,75.596,,0.086,13.144,,,,,C,,N,N,1.35887
   785 Zwetana (1914 UN),2.568726739,0.210639855,,12.77140343,71.86856592,131.4759738,2.027650512,3.109802966,4.117039767,41915,0,2659,9.45,49.46,,0.12,8.8882,,0.645,0.166,,Cb,M,N,N,1.04599
   786 Bredichina (1914 UO),3.177000297,0.16017727,,14.51836263,89.76645404,133.556442,2.668117061,3.685883533,5.662837318,38466,0,2057,8.65,108.309,,0.052,29.434,,0.692,0.254,,,C,N,N,1.68071
   787 Moskva (1914 UQ),2.538316428,0.130479186,,14.85183756,183.8820101,125.9778113,2.207118967,2.869513888,4.044146159,37927,0,2498,9.7,27.927,,0.19,6.056,,,,,,,N,N,1.22697
   788 Hohensteina (1914 UR),3.124925421,0.133755099,,14.33625738,177.8283635,48.69183099,2.706950712,3.54290013,5.524178302,38462,0,2813,8.7,111.295,,0.041,37.137,,,,,,,N,N,1.72394
   789 Lena (1914 UU),2.684982415,0.147858905,,10.78203687,232.6256994,44.03357584,2.287983855,3.081980974,4.399672711,30751,0,2193,11.2,22.483,,0.153,5.848,,,,,X,,N,N,1.2851
   790 Pretoria (1912 NW),3.408385001,0.152347595,,20.5336974,252.0352586,38.61967343,2.889125745,3.927644257,6.292615136,37403,0,2427,8,170.37,,0.0384,10.37,,0.706,0.309,,,P,N,N,1.89988
   791 Ani (1914 UV),3.124182735,0.193485904,,16.3762014,129.817645,201.394008,2.519697415,3.728668054,5.522209061,37881,0,2734,9.25,116.865,,0.026,16.72,,0.708,0.282,,,C,N,N,1.51392
   792 Metcalfia (1907 ZC),2.621719828,0.131382968,,8.625134665,265.0696743,227.6569472,2.277270497,2.966169159,4.245097018,38185,0,2389,10.33,61.804,,0.024,9.17,,0.708,0.213,,X,,N,N,1.30261
   793 Arizona (1907 ZD),2.794530912,0.12532294,,15.78797046,36.05275251,308.644779,2.444312083,3.144749742,4.671663783,41037,0,2499,10.26,26.636,,0.196,7.399,,0.822,,,S,DU:,N,N,1.47097
   794 Irenaea (1914 VB),3.129033485,0.296919047,,5.417904572,160.4420608,131.3652338,2.199963846,4.058103124,5.535075108,30311,0,2877,11.3,35.703,,0.046,9.14,,,,,,,N,N,1.1878
   795 Fini (1914 VE),2.748143039,0.102733521,,19.05455397,17.37718236,190.1868857,2.46581663,3.030469449,4.555826778,37405,0,1967,10,85.263,,0.027,9.292,,,,,C,,N,N,1.46453
   796 Sarita (1914 VH),2.633740838,0.320324924,,19.05294647,33.18750189,329.5961935,1.790088004,3.477393672,4.274327148,38194,0,2080,9.12,43.58,,0.209,8.1755,,0.715,0.248,,X,XD,N,N,0.811397
   797 Montana (1914 VR),2.534616976,0.06094189,,4.513027654,238.3260503,354.5736914,2.380152627,2.689081326,4.035308213,44104,0,2701,10.34,21.197,,0.287,4.5463,,0.887,0.505,,S,S,N,N,1.36883
   798 Ruth (1914 VT),3.015372374,0.035672757,,9.238593839,214.2683496,43.09170189,2.907805728,3.12293902,5.236241034,50859,0,2651,9.6,43.19,,0.1587,8.55,,0.797,0.407,,,M,N,N,1.90131
   799 Gudula (1915 WO),2.541822056,0.022544468,,5.281634813,164.8639471,238.2336091,2.484518031,2.599126081,4.052527009,40867,0,2823,10.2,47.185,,0.06,14.814,,,,,,,N,N,1.49332
   800 Kressmannia (1915 WP),2.192405425,0.201812277,,4.262774253,325.1695688,347.5661092,1.749951095,2.634859755,3.246306373,41829,0,2784,11.61,15.429,,0.243,4.464,,0.923,0.515,,,S,N,N,0.73539
   801 Helwerthia (1915 WQ),2.605023044,0.077688543,,14.12741591,185.9684751,334.8803969,2.402642598,2.807403489,4.204608426,37985,0,2422,11.55,32.404,,0.031,23.93,,0.727,0.273,,,XC,N,N,1.41509
   802 Epyaxa (1915 WR),2.195945745,0.078581203,,5.202224915,7.826439649,115.6155909,2.023385687,2.368505803,3.254172803,38034,0,2782,12.7,7.423,,0.292,4.392,,,,,,,N,N,1.04526
   803 Picka (1915 WS),3.197642867,0.065313657,,8.675761224,250.9677171,60.23523686,2.988793119,3.406492615,5.718118328,38037,0,2423,9.4,46.5,,0.1181,5.0742,,,,,,,N,N,1.98543
   804 Hispania (1915 WT),2.838684388,0.140200571,0.18,15.3930227,347.5935321,344.6525947,2.440699216,3.23666956,4.782818123,40773,0,2267,7.84,137.952,,0.054,14.845,,0.727,0.39,,C,PC,N,N,1.43355
   805 Hormuthia (1915 WW),3.193917308,0.187653959,,15.72281834,166.4274359,132.0533329,2.594566081,3.793268536,5.708128012,38112,0,2751,9.82,73.095,,0.039,9.51,,0.7,0.277,,,CX,N,N,1.60821
   806 Gyldenia (1915 WX),3.211015529,0.075722937,,14.23671825,43.99080737,120.2454468,2.967868003,3.454163056,5.754025884,38110,0,2187,10.1,83.103,,0.023,16.852,,,,,,,N,N,2.00147
   807 Ceraskia (1915 WY),3.017363537,0.065401293,,11.31864408,132.2009427,337.4311395,2.820024059,3.214703015,5.241428418,40287,0,2525,10.56,21.241,,0.207,7.368,,0.845,0.447,,,S,N,N,1.83998
   808 Merxia (1901 GY),2.744468928,0.128646248,,4.721943404,180.9982681,274.7983792,2.391403298,3.097534559,4.54669351,43048,0,2832,9.8,30.923,,0.213,30.631,,,,,Sq,,N,N,1.4139
   809 Lundia (1915 XP),2.283007462,0.191806435,,7.14470541,154.5182622,196.3707835,1.84511194,2.720902985,3.449603651,37996,0,2849,12.1,9.45,,0.379,15.4142,,,,,,,N,N,0.839139
   810 Atossa (1915 XQ),2.178944814,0.180235696,,2.611783242,152.694868,195.8617327,1.78622118,2.571668449,3.216455512,37836,0,2821,12.5,8.104,,0.224,4.385,,,,,,,N,N,0.778894
   811 Nauheima (1915 XR),2.896461968,0.071069144,,3.137061799,130.8163599,178.1847359,2.690612895,3.102311042,4.929580328,37965,0,2716,10.7,16.105,,0.357,4.0011,,0.865,0.447,,,S,N,N,1.67512
   812 Adele (1915 XV),2.659992306,0.164609533,,13.298149,7.263394134,353.0084966,2.222132214,3.097852398,4.338391824,37966,0,2271,11.8,12.356,,0.291,5.8587,,,,,,,N,N,1.21918
   813 Baumeia (1915 YR),2.223179742,0.02615092,,6.2970743,51.94552694,316.1632724,2.165041547,2.281317936,3.314897215,40946,0,2447,11.5,11.719,,0.256,10.544,,,,,,,N,N,1.16879
   814 Tauris (1916 YT),3.153396206,0.307204513,,21.82385571,88.78421335,296.6646568,2.184658659,4.122133753,5.599845093,37723,0,2357,8.74,102.229,,0.054,35.8,,0.701,0.316,,C,C,N,N,1.27916
   815 Coppelia (1916 YU),2.658714048,0.076070729,,13.8678058,57.05972165,58.60401935,2.456463732,2.860964363,4.33526498,37818,0,2525,10.8,16.869,,0.644,4.421,,,,,Xe,,N,N,1.50174
   816 Juliana (1916 YV),3.003345703,0.108945506,,14.32626677,127.8449283,20.99637712,2.676144685,3.330546721,5.204945539,37671,0,2337,10.4,50.745,,0.043,10.557,,,,,,,N,N,1.69385
   817 Annika (1916 YW),2.589577691,0.180086967,,11.33522888,125.4737074,285.2196982,2.1232285,3.055926883,4.16726981,37818,0,2334,10.6,22.891,,0.187,10.56,,,,,,,N,N,1.16682
   818 Kapteynia (1916 YZ),3.169218875,0.09412301,,15.6659487,70.81737144,292.569051,2.870922454,3.467515295,5.642045094,37798,0,2540,9.3,64.255,,0.1,16.35,,,,,,,N,N,1.91476
   819 Barnardiana (1916 ZA),2.19780256,0.141723403,,4.895617981,333.1281768,306.3441178,1.886322502,2.509282618,3.258301097,41781,0,2851,11.9,8.917,,0.277,66.7,,,,,S,,N,N,0.874361
   820 Adriana (1916 ZB),3.131157984,0.050118593,,5.933380402,118.4491745,193.7305245,2.974228751,3.288087216,5.540713233,37757,0,2759,10.4,58.65,,0.0204,,,,,,,,N,N,1.95934
   821 Fanny (1916 ZC),2.771188409,0.21257741,,5.399758534,209.7548084,32.81641675,2.182096353,3.360280465,4.613253107,37755,0,2861,11.84,28.856,,0.025,5.44,,0.706,0.321,,Ch,C,N,N,1.17175
   822 Lalage (1916 ZD),2.255158509,0.155451716,,0.717243123,210.1110508,247.2493779,1.904590249,2.605726768,3.386677256,37763,0,2429,12.18,8.243,,0.349,3.345,,0.766,,,,DXCU,N,N,0.921666
   823 Sisigambis (1916 ZG),2.221918501,0.089683604,,3.646112166,255.0129428,218.838118,2.022648842,2.421188161,3.312076735,37761,0,2450,11.2,14.719,,0.298,146,,,,,,,N,N,1.04094
   824 Anastasia (1916 ZH),2.792313253,0.137766699,,8.126911215,141.3864157,141.9583289,2.407625473,3.177001033,4.666103939,38646,0,2634,10.41,32.457,,0.087,250,,0.848,0.41,,L,S,N,N,1.39678
   825 Tanina (1916 ZL),2.225774462,0.074927512,,3.399608699,101.4088731,111.7862776,2.05900272,2.392546204,3.320702238,41942,0,2591,11.5,13.423,,0.275,6.94,,0.912,0.525,,S,SR,N,N,1.05521
   826 Henrika (1916 ZO),2.712203109,0.20604075,,7.106775414,230.2389651,36.86828511,2.153378745,3.271027473,4.466748667,37757,0,2467,11.6,22.556,,0.166,5.9846,,,,,C,,N,N,1.14222
   827 Wolfiana (1916 ZW),2.274476552,0.156045915,,3.421525749,172.8718169,195.594339,1.919553777,2.629399327,3.430286532,37608,0,2450,13.1,8.488,,0.129,4.0654,,,,,,,N,N,0.917871
   828 Lindemannia (1916 ZX),3.190400859,0.027956114,,1.125502276,1.835171976,293.935224,3.10120965,3.279592067,5.698703777,41569,0,3256,10.33,47.891,,0.057,20.52,,,,,,XFU,N,N,2.08474
   829 Academia (1916 ZY),2.581755349,0.098547641,,8.274686479,352.4154704,41.47183536,2.32732945,2.836181247,4.148401956,38524,0,2239,11,42.685,,0.054,7.891,,,,,,,N,N,1.33859
   830 Petropolitana (1916 ZZ),3.210492649,0.064452623,,3.801245937,340.2923526,90.45152536,3.003567975,3.417417323,5.752620466,37608,0,2721,9.1,41.328,,0.215,39,,0.899,0.5,,,S,N,N,2.02094
   831 Stateira (1916 AA),2.212251331,0.146343206,,4.836152576,178.0692654,225.1829516,1.888503379,2.535999283,3.290484882,37434,0,2292,13,7.218,,0.257,4,,,,,,,N,N,0.899801
   832 Karin (1916 AB),2.864789526,0.080862788,,1.005595573,253.9099062,122.2537181,2.633134659,3.096444393,4.848945272,42485,0,2804,11.18,15.812,,0.221,18.348,,0.83,0.39,,,,N,N,1.63359
   833 Monica (1916 AC),3.012717358,0.119561367,,9.776889752,353.1069352,35.93689713,2.652512753,3.372921962,5.229326841,37589,0,2085,11.1,21.99,,0.206,12.09,,,,,,,N,N,1.66264
   834 Burnhamia (1916 AD),3.184806257,0.201175225,,3.978003804,182.6994925,91.21349312,2.544102143,3.825510372,5.683720709,41572,0,3072,9.39,61.278,,0.071,13.875,,0.752,0.472,,,GS:,N,N,1.53134
   835 Olivia (1916 AE),3.219366118,0.08756561,,3.699148311,308.4847326,66.67187763,2.937460358,3.501271877,5.776486407,37588,0,2585,11.5,30.418,,0.025,,,,,,,,N,N,1.93999
   836 Jole (1916 AF),2.190404216,0.176500905,,4.846382552,199.8032906,179.6662058,1.803795889,2.577012543,3.241862586,42357,0,2307,13.1,5.757,,0.194,9.615,,,,,,,N,N,0.805302
   837 Schwarzschilda (1916 AG),2.297858831,0.041495777,,6.737074882,200.0429147,172.8012282,2.202507394,2.393210267,3.483318758,37484,0,2719,12.3,5.968,,0.467,24,,,,,,,N,N,1.20189
   838 Seraphina (1916 AH),2.900343253,0.131309455,,10.4234036,240.0624988,116.8488232,2.519500762,3.281185743,4.939492168,37582,0,2829,10.09,58.095,,0.048,15.67,,0.703,0.324,,,P,N,N,1.53661
   839 Valborg (1916 AJ),2.615273618,0.151958506,,12.60265046,338.1840683,339.7848968,2.217860545,3.012686691,4.229450062,36025,0,2146,10.6,20.39,,0.3534,10.366,,,,,,S,N,N,1.20877
   840 Zenobia (1916 AK),3.12981945,0.100659097,,9.989451923,272.7632433,10.41386932,2.814774651,3.444864249,5.537160727,37483,0,2266,10.1,27.306,,0.232,5.565,,,,,,,N,N,1.79839
   841 Arabella (1916 AL),2.255137301,0.069633683,,3.789354323,354.7156552,119.8555838,2.098103785,2.412170818,3.386629483,37478,0,2404,12.92,7.501,,0.213,3.142,,,,,,,N,N,1.11769
   842 Kerstin (1916 AM),3.241307273,0.117360198,,14.4905827,5.478922279,351.9331746,2.86090681,3.621707736,5.835640207,37577,0,2087,10.6,43.576,,0.051,,,,,,,,N,N,1.85739
   843 Nicolaia (1916 AN),2.279597719,0.209766202,,7.997717155,4.071362807,316.9572057,1.801415164,2.757780274,3.441878401,37579,0,1659,13.8,,,,,,,,,,,N,N,0.79823
   844 Leontina (1916 AP),3.202672169,0.069046772,,8.777223799,348.701332,352.9367701,2.981537995,3.423806343,5.731613949,42899,0,3390,9.6,42.154,,0.173,6.7859,,,,,X,,N,N,1.97275
   845 Naema (1916 AS),2.937823537,0.069843633,,12.61031097,43.14550726,294.8533755,2.732635268,3.143011807,5.035548245,37430,0,2144,10.2,52.677,,0.041,20.892,,,,,C,,N,N,1.75361
   846 Lipperta (1916 AT),3.131014253,0.180105683,,0.265221032,261.0992677,129.5819209,2.567100793,3.694927713,5.540331731,37532,0,3410,10.26,52.41,,0.0506,1641,,0.61,0.39,,,CBU:,N,N,1.572
   847 Agnia (1915 XX),2.782330511,0.095757137,,2.48188335,270.9182549,130.0056871,2.515902508,3.048758515,4.641103779,41124,0,2713,10.29,24.931,,0.152,14.827,,0.856,0.496,,S,S,N,N,1.5244
   848 Inna (1915 XS),3.109651388,0.162694901,,1.053850414,207.8165568,125.268965,2.603726963,3.615575813,5.483726156,41511,0,3166,11.2,33.027,,0.069,,,,,,,,N,N,1.59275
   849 Ara (1912 NY),3.145621035,0.200585539,,19.53130574,228.3668596,63.30489694,2.514654944,3.776587126,5.579146978,36472,0,2399,8.1,80.756,,0.186,4.116,,0.701,0.252,,,M,N,N,1.56473
   850 Altona (1916 S24),3.000473973,0.125284425,,15.54455547,121.1279337,134.7707838,2.624561317,3.376386628,5.197482049,37178,0,2516,9.7,80.9,,0.039,11.1913,,,,,,,N,N,1.6323
   851 Zeissia (1916 S26),2.228179562,0.089491356,,2.391986771,141.1977023,7.361682625,2.028776752,2.427582372,3.326086058,36715,0,3102,11.62,12.642,,0.335,9.34,,0.859,0.482,,,S,N,N,1.04053
   852 Wladilena (1916 S27),2.362703428,0.274149635,,23.01458636,27.29992302,282.2455369,1.714969147,3.01043771,3.631800796,35008,0,1933,10,26.541,,0.225,4.6134,,,,,,,N,N,0.850634
   853 Nansenia (1916 S28),2.312128336,0.105634927,,9.215311267,182.8445446,59.64595745,2.067886828,2.556369845,3.515815744,36196,0,2485,11.67,27.593,,0.051,7.931,,0.71,0.29,,Ch,XD,N,N,1.0737
   854 Frostia (1916 S29),2.368323097,0.173878023,,6.08714238,190.5879229,84.12739562,1.956523759,2.780122435,3.644765806,28161,0,2504,12,7.839,,0.415,37.56,,,,,,,N,N,0.951392
   855 Newcombia (1916 ZP),2.361832191,0.178881368,,10.88304205,17.12742269,233.9052315,1.939344419,2.784319964,3.629792164,37508,0,2179,11.7,12.392,,0.219,3.003,,,,,,,N,N,0.948445
   856 Backlunda (1916 S30),2.435958592,0.118922237,,14.32052692,125.5522981,73.28828018,2.146268946,2.725648237,3.802008247,32315,0,2318,10.69,45.449,,0.045,12.08,,0.68,,,C,,N,N,1.1964
   857 Glasenappia (1916 S33),2.190180146,0.088629086,,5.301005869,82.91531704,239.1349368,1.996066482,2.38429381,3.241365153,41319,0,2659,11.32,14.497,,0.271,8.2,,0.63,0.14,,,MU,N,N,0.988257
   858 El Djezair (1916 a),2.810287226,0.102521088,,8.874206889,67.19332993,179.3011076,2.522173522,3.098400929,4.711229559,40471,0,2286,10.3,22.519,,0.375,22.31,,,,,,S,N,N,1.50842
   859 Bouzareah (1916 c),3.225357811,0.108890961,,13.50325644,35.70163196,21.42408838,2.874145501,3.576570122,5.79262019,37588,0,2251,9.7,65.417,,0.031,23.2,,,,,,,N,N,1.88901
   860 Ursina (1917 BD),2.797366596,0.106453572,,13.29653703,309.3529008,21.69217352,2.499576929,3.095156263,4.678776275,42462,0,2215,10.26,34.561,,0.116,9.386,,0.658,0.205,,X,M,N,N,1.4913
   861 Aida (1917 BE),3.142564645,0.102474146,,8.050993654,114.9738946,192.8393357,2.820533016,3.464596273,5.571017626,41481,0,2872,9.7,66.85,,0.0571,10.95,,,,,,,N,N,1.80547
   862 Franzia (1917 BF),2.80335862,0.082061248,,13.88616986,300.0147142,121.0931813,2.573311515,3.033405726,4.693817395,42583,0,2118,9.8,27.033,,0.291,7.52,,,,,S,,N,N,1.61695
   863 Benkoela (1917 BH),3.202592437,0.029158001,,25.41381887,116.9259487,96.95759046,3.109211242,3.295973632,5.731399914,37314,0,2119,9.02,38.724,,0.29,8.2,,1.077,0.633,,A,A,N,N,2.15713
   864 Aase (A921 SB),2.208961427,0.190445206,,5.448732701,163.126324,193.8354694,1.788275313,2.62964754,3.283147546,35753,0,2566,12.87,7.249,,0.239,3.2324,,0.904,0.534,,,S,N,N,0.783483
   865 Zubaida (1917 BO),2.417665751,0.193655933,,13.33942531,177.0584449,301.6229029,1.949470434,2.885861068,3.759261956,40442,0,2344,11.7,17.77,,0.0972,11.3533,,,,,,,N,N,0.998891
   866 Fatme (1917 BQ),3.123668834,0.052182031,,8.661547327,91.05965984,262.8968609,2.960669449,3.28666822,5.520846585,37433,0,2880,9.5,78.061,,0.046,20.03,,,,,X,,N,N,1.97045
   867 Kovacia (1917 BS),3.065424934,0.12793277,,5.974942974,46.82107837,69.99388149,2.67325663,3.457593237,5.367156149,37328,0,2364,11.5,24.113,,0.092,8.6772,,,,,,,N,N,1.69731
   868 Lova (1917 BU),2.702149542,0.14911409,,5.838181791,115.7893209,286.8542202,2.299220971,3.105078113,4.441935748,37368,0,2801,10.22,50.692,,0.056,41.118,,0.711,0.362,,Ch,C:,N,N,1.31579
   869 Mellena (1917 BV),2.690017961,0.220569512,,7.836894058,154.8906448,107.1549469,2.096682011,3.283353911,4.41205555,37359,0,2332,11.9,21.193,,0.065,6.5155,,,,,,,N,N,1.09709
   870 Manto (1917 BX),2.321385144,0.265000537,,6.192400909,120.8027039,196.9712385,1.706216835,2.936553454,3.536950677,37253,0,2659,11.7,13.683,,0.216,122.3,,,,,S,,N,N,0.693023
   871 Amneris (1917 BY),2.221988421,0.119782906,,4.250654791,158.0136511,66.50606873,1.95583219,2.488144652,3.312233075,40911,0,2759,12.6,8.011,,0.38,78.704,,,,,,,N,N,0.95174
   872 Holda (1917 BZ),2.732186329,0.078821121,,7.374097345,194.7347476,17.84081831,2.516832338,2.947540319,4.51620527,43291,0,2920,9.91,34.431,,0.165,5.945,,0.726,0.275,,X,M,N,N,1.5126
   873 Mechthild (1917 CA),2.626848663,0.149191048,,5.274410751,150.0311819,110.2260728,2.234946358,3.018750968,4.257560049,37343,0,2676,11.49,34.471,,0.04,11.006,,0.684,0.319,,,PC,N,N,1.22596
   874 Rotraut (1917 CC),3.151920144,0.080210938,,11.14077572,190.6347695,9.669166339,2.899101673,3.404738614,5.595913735,37343,0,2667,10.1,58.287,,0.054,14.297,,,,,,,N,N,1.89802
   875 Nymphe (1917 CF),2.553078218,0.151915453,,14.57272269,196.0908161,117.1538481,2.165226184,2.940930252,4.079476004,37342,0,2276,11.2,14.107,,0.223,12.618,,,,,,,N,N,1.19466
   876 Scott (1917 CH),3.009549485,0.113683115,,11.36013903,150.9505364,211.4247232,2.667414526,3.351684444,5.221081052,37193,0,2532,10.89,22.42,,0.153,11.817,,0.807,0.375,,,S,N,N,1.66949
   877 Walkure (1915 S7),2.485977125,0.160687487,,4.255435437,116.3779069,275.9250542,2.086511709,2.885442541,3.919709617,35868,0,3015,10.71,38.41,,0.0623,17.424,,0.636,0.25,,,F,N,N,1.09697
   878 Mildred (1916 f),2.36047416,0.226512791,,2.065369342,172.8380572,190.2383477,1.825796569,2.89515175,3.626661969,37492,0,1661,14.7,2.529,,0.399,2.66,,,,,,,N,N,0.822537
   879 Ricarda (1917 CJ),2.531717914,0.154665675,,13.68122595,269.8569829,96.99791533,2.140148054,2.923287774,4.028386892,37131,0,2337,11,18.312,,0.23,82.9,,,,,,,N,N,1.18988
   880 Herba (1917 CK),2.996455925,0.323367896,,15.1479831,262.6189596,100.9895708,2.027498276,3.965413574,5.18704533,37183,0,2045,11.46,31.141,,0.042,12.266,,0.634,0.301,,,F,N,N,1.08912
   881 Athene (1917 CL),2.612902451,0.205441747,,14.19094653,277.0342266,41.23341753,2.076103206,3.149701696,4.223699349,37285,0,1944,11.8,12.153,,0.237,13.895,,,,,,,N,N,1.08189
   882 Swetlana (1917 CM),3.124990665,0.266488306,,6.125600133,256.3063053,126.511347,2.292217196,3.957764135,5.52435131,37157,0,2444,10.6,42.44,,0.062,29.867,,,,,,,N,N,1.30166
